resident_id,fsa_context,source_da,area,HID,person_uid,sex,age_group,education_level,labour_force_status,household_income,family_status,household_size,household_type,inferred_schedule_type,code_agegrp,code_lfact,code_totinc,code_hhtype,source_synpop_file
H4P-P1,H4P,24660611,24660611,7,H4P-P1,Male,5-14 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,5+,Couple with children,More daytime presence likely,1,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4P-P2,H4P,24663454,24663454,198,H4P-P2,Female,45-49 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,3,One-parent household,Variable schedule / employment transition,6,1,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4P-P3,H4P,24660608,24660608,483,H4P-P3,Female,70-74 years,University credential,Employed,"< $20,000",One-person household context,2,One-person household,Structured workday / smaller household,11,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4P-P4,H4P,24663455,24663455,22,H4P-P4,Male,25-34 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",One-person household context,2,Other household,Variable schedule / employment transition,3,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4P-P5,H4P,24663455,24663455,941,H4P-P5,Female,65-69 years,University credential,Employed,"$20,000-$59,999",One-person household context,5+,One-person household,Structured workday / family household,10,0,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4R-P1,H4R,24663415,24663415,252,H4R-P1,Male,65-69 years,Trades or college credential,Unemployed,"< $20,000",Couple family context,4,One-person household,Variable schedule / employment transition,10,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4R-P2,H4R,24663422,24663422,177,H4R-P2,Male,65-69 years,Trades or college credential,Employed,"$60,000-$99,999",Couple family context,3,Other household,Structured workday / smaller household,10,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4R-P3,H4R,24663420,24663420,106,H4R-P3,Female,65-69 years,University credential,Unemployed,"$60,000-$99,999",Couple family context,3,Other household,Variable schedule / employment transition,10,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4R-P4,H4R,24663422,24663422,30,H4R-P4,Male,40-44 years,University credential,Employed,"$100,000+",One-person household context,1,Other household,Structured workday / smaller household,5,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4R-P5,H4R,24663421,24663421,7,H4R-P5,Female,40-44 years,University credential,Employed,"$20,000-$59,999",Couple family context,3,Couple with children,Structured workday / smaller household,5,0,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4S-P1,H4S,24661777,24661777,181,H4S-P1,Male,85+ years,University credential,Unemployed,"$20,000-$59,999",One-person household context,1,Couple without children,Variable schedule / employment transition,14,1,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4S-P2,H4S,24662432,24662432,62,H4S-P2,Male,70-74 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,3,Other household,Variable schedule / employment transition,11,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4S-P3,H4S,24661355,24661355,15,H4S-P3,Male,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",Lone-parent or child context,3,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4S-P4,H4S,24662713,24662713,88,H4S-P4,Male,65-69 years,No certificate / high school or less,Employed,"$20,000-$59,999",Couple family context,2,Other household,Structured workday / smaller household,10,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4S-P5,H4S,24661527,24661527,216,H4S-P5,Male,80-84 years,No certificate / high school or less,Employed,"$20,000-$59,999",Couple family context,2,One-person household,Structured workday / smaller household,13,0,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4V-P1,H4V,24660853,24660853,47,H4V-P1,Male,50-54 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,4,Other household,Variable schedule / employment transition,7,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4V-P2,H4V,24660837,24660837,32,H4V-P2,Male,80-84 years,No certificate / high school or less,Employed,"$60,000-$99,999",Couple family context,2,Other household,Structured workday / smaller household,13,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4V-P3,H4V,24660866,24660866,18,H4V-P3,Female,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",One-person household context,5+,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4V-P4,H4V,24660848,24660848,9,H4V-P4,Female,25-34 years,Trades or college credential,Employed,"$20,000-$59,999",One-person household context,5+,Couple with children,Structured workday / family household,3,0,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4V-P5,H4V,24660827,24660827,20,H4V-P5,Male,25-34 years,University credential,Employed,"< $20,000",One-person household context,2,Other household,Structured workday / smaller household,3,0,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4W-P1,H4W,24660854,24660854,6,H4W-P1,Female,Age group 17,Trades or college credential,Employed,"$60,000-$99,999",Couple family context,2,Other household,Structured workday / smaller household,17,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4W-P2,H4W,24660797,24660797,5,H4W-P2,Male,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",Lone-parent or child context,2,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4W-P3,H4W,24660806,24660806,140,H4W-P3,Male,75-79 years,Trades or college credential,Unemployed,"< $20,000",Couple family context,4,Couple without children,Variable schedule / employment transition,12,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4W-P4,H4W,24663259,24663259,402,H4W-P4,Female,Age group 15,Trades or college credential,Not in labour force,"$100,000+",One-person household context,1,One-person household,More daytime presence likely,15,2,3,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4W-P5,H4W,24660862,24660862,120,H4W-P5,Male,75-79 years,University credential,Employed,"$20,000-$59,999",One-person household context,2,Couple without children,Structured workday / smaller household,12,0,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4X-P1,H4X,24660810,24660810,174,H4X-P1,Male,55-59 years,University credential,Employed,"$60,000-$99,999",Couple family context,5+,One-person household,Structured workday / family household,8,0,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4X-P2,H4X,24663256,24663256,194,H4X-P2,Male,65-69 years,University credential,Employed,"$20,000-$59,999",Non-family household context,2,Couple without children,Structured workday / smaller household,10,0,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4X-P3,H4X,24660833,24660833,55,H4X-P3,Female,60-64 years,University credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,9,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4X-P4,H4X,24660830,24660830,108,H4X-P4,Male,85+ years,University credential,Employed,"$100,000+",Couple family context,4,One-parent household,Mixed schedule,14,0,3,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4X-P5,H4X,24660830,24660830,42,H4X-P5,Female,85+ years,Trades or college credential,Unemployed,"$60,000-$99,999",Couple family context,2,Other household,Variable schedule / employment transition,14,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8N-P1,H8N,24660993,24660993,186,H8N-P1,Female,35-39 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,4,One-person household,Variable schedule / employment transition,4,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8N-P2,H8N,24663304,24663304,2,H8N-P2,Male,50-54 years,University credential,Employed,"$100,000+",One-person household context,1,Couple with children,Structured workday / smaller household,7,0,3,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8N-P3,H8N,24660880,24660880,123,H8N-P3,Male,75-79 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,5+,Couple without children,Variable schedule / employment transition,12,1,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8N-P4,H8N,24662169,24662169,121,H8N-P4,Female,60-64 years,No certificate / high school or less,Unemployed,"< $20,000",One-person household context,5+,One-person household,Variable schedule / employment transition,9,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8N-P5,H8N,24662171,24662171,0,H8N-P5,Male,65-69 years,University credential,Employed,"$20,000-$59,999",One-person household context,2,Couple with children,Structured workday / smaller household,10,0,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8P-P1,H8P,24660990,24660990,96,H8P-P1,Male,50-54 years,University credential,Employed,"$60,000-$99,999",One-person household context,1,Couple without children,Structured workday / smaller household,7,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8P-P2,H8P,24660975,24660975,93,H8P-P2,Male,Age group 17,No certificate / high school or less,Not in labour force,"$20,000-$59,999",One-person household context,1,One-parent household,More daytime presence likely,17,2,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8P-P3,H8P,24660976,24660976,12,H8P-P3,Male,70-74 years,University credential,Employed,"$20,000-$59,999",One-person household context,1,Couple with children,Structured workday / smaller household,11,0,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8P-P4,H8P,24660978,24660978,146,H8P-P4,Male,55-59 years,No certificate / high school or less,Unemployed,"< $20,000",One-person household context,5+,Couple without children,Variable schedule / employment transition,8,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8P-P5,H8P,24660957,24660957,78,H8P-P5,Male,Age group 15,No certificate / high school or less,Unemployed,"< $20,000",One-person household context,2,Couple without children,Variable schedule / employment transition,15,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8R-P1,H8R,24660927,24660927,59,H8R-P1,Male,50-54 years,University credential,Not in labour force,"< $20,000",Couple family context,2,Other household,More daytime presence likely,7,2,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8R-P2,H8R,24660951,24660951,85,H8R-P2,Male,40-44 years,University credential,Employed,"$20,000-$59,999",One-person household context,1,One-parent household,Structured workday / smaller household,5,0,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8R-P3,H8R,24660954,24660954,127,H8R-P3,Female,Age group 16,Trades or college credential,Employed,"$20,000-$59,999",One-person household context,3,One-person household,Structured workday / smaller household,16,0,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8R-P4,H8R,24660932,24660932,192,H8R-P4,Male,70-74 years,Trades or college credential,Employed,"$20,000-$59,999",Couple family context,2,One-person household,Structured workday / smaller household,11,0,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8R-P5,H8R,24660934,24660934,21,H8R-P5,Female,0-4 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,4,Couple with children,More daytime presence likely,0,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8S-P1,H8S,24663383,24663383,132,H8S-P1,Female,65-69 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,1,Couple without children,Variable schedule / employment transition,10,1,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8S-P2,H8S,24663142,24663142,6,H8S-P2,Male,5-14 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,5+,Couple with children,More daytime presence likely,1,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8S-P3,H8S,24662202,24662202,162,H8S-P3,Female,40-44 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,2,One-person household,Variable schedule / employment transition,5,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8S-P4,H8S,24662197,24662197,151,H8S-P4,Male,80-84 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,4,Couple without children,Variable schedule / employment transition,13,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8S-P5,H8S,24662187,24662187,3,H8S-P5,Female,55-59 years,No certificate / high school or less,Unemployed,"$100,000+",One-person household context,4,Other household,Variable schedule / employment transition,8,1,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8T-P1,H8T,24663260,24663260,480,H8T-P1,Female,85+ years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,3,Couple without children,Variable schedule / employment transition,14,1,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8T-P2,H8T,24663260,24663260,187,H8T-P2,Male,35-39 years,University credential,Employed,"$20,000-$59,999",Couple family context,2,Other household,Structured workday / smaller household,4,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8T-P3,H8T,24662221,24662221,159,H8T-P3,Female,65-69 years,No certificate / high school or less,Unemployed,"$100,000+",One-person household context,3,Couple without children,Variable schedule / employment transition,10,1,3,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8T-P4,H8T,24662211,24662211,29,H8T-P4,Female,60-64 years,University credential,Employed,"< $20,000",One-person household context,1,Couple with children,Structured workday / smaller household,9,0,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8T-P5,H8T,24662226,24662226,21,H8T-P5,Female,80-84 years,University credential,Unemployed,"$20,000-$59,999",Couple family context,3,Couple with children,Variable schedule / employment transition,13,1,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Y-P1,H8Y,24663006,24663006,147,H8Y-P1,Male,85+ years,Trades or college credential,Not in labour force,"< $20,000",Couple family context,2,One-person household,More daytime presence likely,14,2,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Y-P2,H8Y,24662994,24662994,14,H8Y-P2,Female,25-34 years,University credential,Unemployed,"< $20,000",Couple family context,5+,Other household,Variable schedule / employment transition,3,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Y-P3,H8Y,24663012,24663012,1,H8Y-P3,Female,0-4 years,No certificate / high school or less,Not in labour force,"< $20,000",Non-family household context,2,Couple with children,More daytime presence likely,0,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Y-P4,H8Y,24662989,24662989,15,H8Y-P4,Male,80-84 years,University credential,Unemployed,"$20,000-$59,999",Couple family context,2,Other household,Variable schedule / employment transition,13,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Y-P5,H8Y,24663011,24663011,153,H8Y-P5,Female,35-39 years,University credential,Employed,"< $20,000",Couple family context,2,One-parent household,Structured workday / smaller household,4,0,0,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Z-P1,H8Z,24663025,24663025,64,H8Z-P1,Female,55-59 years,University credential,Employed,"$100,000+",Couple family context,5+,Other household,Structured workday / family household,8,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Z-P2,H8Z,24663053,24663053,451,H8Z-P2,Male,55-59 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",One-person household context,1,One-person household,Variable schedule / employment transition,8,1,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Z-P3,H8Z,24662386,24662386,233,H8Z-P3,Female,60-64 years,University credential,Unemployed,"< $20,000",Lone-parent or child context,2,One-parent household,Variable schedule / employment transition,9,1,0,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Z-P4,H8Z,24662384,24662384,42,H8Z-P4,Female,85+ years,Trades or college credential,Not in labour force,"< $20,000",Couple family context,2,Other household,More daytime presence likely,14,2,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H8Z-P5,H8Z,24662374,24662374,18,H8Z-P5,Female,50-54 years,University credential,Unemployed,"$60,000-$99,999",Couple family context,2,Other household,Variable schedule / employment transition,7,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9A-P1,H9A,24663033,24663033,55,H9A-P1,Female,85+ years,University credential,Not in labour force,"< $20,000",Couple family context,2,Other household,More daytime presence likely,14,2,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9A-P2,H9A,24662387,24662387,456,H9A-P2,Male,80-84 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,4,One-person household,Variable schedule / employment transition,13,1,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9A-P3,H9A,24662371,24662371,19,H9A-P3,Female,60-64 years,University credential,Unemployed,"< $20,000",One-person household context,2,Other household,Variable schedule / employment transition,9,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9A-P4,H9A,24662387,24662387,302,H9A-P4,Female,45-49 years,University credential,Employed,"$60,000-$99,999",One-person household context,1,Couple without children,Structured workday / smaller household,6,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9A-P5,H9A,24663033,24663033,39,H9A-P5,Male,40-44 years,University credential,Employed,"$20,000-$59,999",One-person household context,1,Other household,Structured workday / smaller household,5,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9B-P1,H9B,24663152,24663152,76,H9B-P1,Female,Age group 17,Trades or college credential,Not in labour force,"< $20,000",Couple family context,3,Couple without children,More daytime presence likely,17,2,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9B-P2,H9B,24662397,24662397,104,H9B-P2,Male,85+ years,University credential,Not in labour force,"$20,000-$59,999",Couple family context,2,Other household,More daytime presence likely,14,2,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9B-P3,H9B,24663000,24663000,45,H9B-P3,Female,65-69 years,University credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,10,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9B-P4,H9B,24662416,24662416,86,H9B-P4,Male,70-74 years,Trades or college credential,Employed,"< $20,000",Non-family household context,2,Other household,Structured workday / smaller household,11,0,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9B-P5,H9B,24662400,24662400,84,H9B-P5,Male,45-49 years,University credential,Unemployed,"$20,000-$59,999",Couple family context,5+,Other household,Variable schedule / employment transition,6,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9G-P1,H9G,24662354,24662354,38,H9G-P1,Male,50-54 years,University credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,7,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9G-P2,H9G,24662358,24662358,36,H9G-P2,Male,65-69 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Couple family context,3,Other household,Variable schedule / employment transition,10,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9G-P3,H9G,24663156,24663156,116,H9G-P3,Male,80-84 years,University credential,Employed,"$60,000-$99,999",Couple family context,2,Other household,Structured workday / smaller household,13,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9G-P4,H9G,24663161,24663161,29,H9G-P4,Female,75-79 years,No certificate / high school or less,Not in labour force,"$60,000-$99,999",Couple family context,2,Other household,More daytime presence likely,12,2,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9G-P5,H9G,24662358,24662358,89,H9G-P5,Female,80-84 years,Trades or college credential,Employed,"$20,000-$59,999",Couple family context,5+,Other household,Structured workday / family household,13,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9H-P1,H9H,24663172,24663172,35,H9H-P1,Female,75-79 years,No certificate / high school or less,Unemployed,"$60,000-$99,999",Couple family context,2,Other household,Variable schedule / employment transition,12,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9H-P2,H9H,24663174,24663174,94,H9H-P2,Male,55-59 years,University credential,Employed,"$100,000+",Couple family context,4,Other household,Mixed schedule,8,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9H-P3,H9H,24663172,24663172,125,H9H-P3,Male,70-74 years,University credential,Unemployed,"$100,000+",Couple family context,2,Other household,Variable schedule / employment transition,11,1,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9H-P4,H9H,24663049,24663049,102,H9H-P4,Male,85+ years,Trades or college credential,Unemployed,"$20,000-$59,999",One-person household context,3,Other household,Variable schedule / employment transition,14,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9H-P5,H9H,24662336,24662336,37,H9H-P5,Male,25-34 years,University credential,Unemployed,"< $20,000",One-person household context,1,Other household,Variable schedule / employment transition,3,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9J-P1,H9J,24663082,24663082,23,H9J-P1,Male,60-64 years,University credential,Employed,"$60,000-$99,999",Couple family context,2,Other household,Structured workday / smaller household,9,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9J-P2,H9J,24663095,24663095,129,H9J-P2,Female,70-74 years,University credential,Unemployed,"$60,000-$99,999",Couple family context,2,Other household,Variable schedule / employment transition,11,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9J-P3,H9J,24662320,24662320,99,H9J-P3,Male,35-39 years,No certificate / high school or less,Unemployed,"< $20,000",Couple family context,4,Other household,Variable schedule / employment transition,4,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9J-P4,H9J,24662327,24662327,107,H9J-P4,Female,85+ years,No certificate / high school or less,Employed,"$20,000-$59,999",Lone-parent or child context,2,Couple without children,Structured workday / smaller household,14,0,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9J-P5,H9J,24663179,24663179,115,H9J-P5,Female,80-84 years,University credential,Unemployed,"< $20,000",Couple family context,5+,Couple without children,Variable schedule / employment transition,13,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9K-P1,H9K,24663485,24663485,875,H9K-P1,Female,80-84 years,University credential,Employed,"$100,000+",Couple family context,2,One-person household,Structured workday / smaller household,13,0,3,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9K-P2,H9K,24663484,24663484,105,H9K-P2,Male,40-44 years,University credential,Unemployed,"$20,000-$59,999",Lone-parent or child context,2,Other household,Variable schedule / employment transition,5,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9K-P3,H9K,24662323,24662323,44,H9K-P3,Male,80-84 years,University credential,Employed,"$60,000-$99,999",Couple family context,3,Other household,Structured workday / smaller household,13,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9K-P4,H9K,24663484,24663484,108,H9K-P4,Female,85+ years,Trades or college credential,Not in labour force,"$20,000-$59,999",Couple family context,2,Other household,More daytime presence likely,14,2,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9K-P5,H9K,24663485,24663485,529,H9K-P5,Female,Age group 16,No certificate / high school or less,Unemployed,"$20,000-$59,999",One-person household context,1,One-parent household,Variable schedule / employment transition,16,1,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9P-P1,H9P,24662429,24662429,116,H9P-P1,Female,70-74 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Couple family context,4,Couple without children,Variable schedule / employment transition,11,1,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9P-P2,H9P,24662428,24662428,158,H9P-P2,Female,70-74 years,Trades or college credential,Employed,"< $20,000",Lone-parent or child context,2,One-person household,Structured workday / smaller household,11,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9P-P3,H9P,24662432,24662432,53,H9P-P3,Male,40-44 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,2,Other household,Variable schedule / employment transition,5,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9P-P4,H9P,24662427,24662427,10,H9P-P4,Female,85+ years,University credential,Unemployed,"$60,000-$99,999",One-person household context,2,Couple with children,Variable schedule / employment transition,14,1,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9P-P5,H9P,24662429,24662429,52,H9P-P5,Female,70-74 years,University credential,Employed,"$20,000-$59,999",Couple family context,4,Other household,Mixed schedule,11,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9R-P1,H9R,24663164,24663164,374,H9R-P1,Female,85+ years,Trades or college credential,Unemployed,"< $20,000",Couple family context,3,One-person household,Variable schedule / employment transition,14,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9R-P2,H9R,24662266,24662266,47,H9R-P2,Male,45-49 years,University credential,Employed,"$60,000-$99,999",Lone-parent or child context,2,Other household,Structured workday / smaller household,6,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9R-P3,H9R,24662270,24662270,149,H9R-P3,Male,Age group 16,University credential,Employed,"$60,000-$99,999",Couple family context,2,One-parent household,Structured workday / smaller household,16,0,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9R-P4,H9R,24662277,24662277,83,H9R-P4,Male,40-44 years,Trades or college credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,5,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9R-P5,H9R,24663166,24663166,64,H9R-P5,Female,25-34 years,Trades or college credential,Employed,"$20,000-$59,999",One-person household context,5+,Other household,Structured workday / family household,3,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9S-P1,H9S,24662258,24662258,140,H9S-P1,Male,75-79 years,University credential,Unemployed,"$60,000-$99,999",Couple family context,3,One-parent household,Variable schedule / employment transition,12,1,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9S-P2,H9S,24662246,24662246,224,H9S-P2,Female,Age group 16,University credential,Unemployed,"< $20,000",One-person household context,3,One-parent household,Variable schedule / employment transition,16,1,0,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9S-P3,H9S,24662237,24662237,12,H9S-P3,Male,25-34 years,No certificate / high school or less,Not in labour force,"$100,000+",One-person household context,3,Other household,More daytime presence likely,3,2,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9S-P4,H9S,24662234,24662234,145,H9S-P4,Male,45-49 years,University credential,Not in labour force,"< $20,000",One-person household context,4,One-person household,More daytime presence likely,6,2,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9S-P5,H9S,24663129,24663129,144,H9S-P5,Male,40-44 years,University credential,Employed,"$100,000+",One-person household context,3,One-parent household,Structured workday / smaller household,5,0,3,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9W-P1,H9W,24662309,24662309,46,H9W-P1,Female,60-64 years,University credential,Employed,"$20,000-$59,999",Couple family context,5+,Other household,Structured workday / family household,9,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9W-P2,H9W,24663103,24663103,59,H9W-P2,Male,85+ years,No certificate / high school or less,Not in labour force,"$20,000-$59,999",One-person household context,3,Other household,More daytime presence likely,14,2,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9W-P3,H9W,24662298,24662298,33,H9W-P3,Male,75-79 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Couple family context,5+,Other household,Variable schedule / employment transition,12,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9W-P4,H9W,24662296,24662296,67,H9W-P4,Male,50-54 years,University credential,Employed,"$100,000+",Couple family context,4,Other household,Mixed schedule,7,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9W-P5,H9W,24662308,24662308,5,H9W-P5,Male,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,4,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9X-P1,H9X,24663118,24663118,221,H9X-P1,Female,35-39 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Couple family context,4,One-parent household,Variable schedule / employment transition,4,1,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H9X-P2,H9X,24663126,24663126,23,H9X-P2,Male,55-59 years,University credential,Unemployed,"$60,000-$99,999",Couple family context,3,Other household,Variable schedule / employment transition,8,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
